ma,year,MAR,NI,DR_SYNCH,MCAP,LEV,M/B,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Industry_Congnghethongtin,Industry_Daukhi,Industry_Dichvutieudung,Industry_Duocphamvayte,Industry_Hangtieudung,Industry_Nguyenvatlieu,Industry_Taichinh,Industry_Tienichcongdong,Industry_Vienthong
PDR,2023,0.883489169,0.036291522,9,30.44404282,0.54530698,1.739169312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
PEN,2016,0.159192864,0.192330309,2,24.52992833,0.735811249,0.528969615,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PEN,2017,0.061635863,0.002576907,2,24.2197734,0.762862679,0.418575037,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PEN,2018,0.029292762,0.079745558,3,24.15725304,0.760348497,0.377249549,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PEN,2019,-0.12081194,0.101267349,1,24.2786139,0.758014208,0.424936078,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PEN,2020,-0.28650997,0.183502421,3,24.48446595,0.774458042,0.500151294,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PEN,2021,-0.296538614,-0.199671706,3,24.30678478,0.73658137,0.501771228,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PEN,2022,0.600106477,0.011494797,2,24.30678478,0.692785235,0.49889373,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PEN,2023,0.084189994,-0.429188358,1,24.26422516,0.777934401,0.608370381,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PET,2016,-0.205543745,0.148400902,8,27.69822315,0.735368931,0.64903083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PET,2017,-0.147446908,0.13447211,7,27.27023918,0.730983291,0.419811559,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PET,2018,0.015965177,0.186396097,8,27.2218837,0.708719825,0.409910539,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PET,2019,-0.036407014,0.191677678,6,28.10772867,0.669712622,0.981981969,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PET,2020,0.8350637,0.087018923,8,28.77085995,0.736872321,1.879706827,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PET,2021,0.584994226,0.099626629,9,28.24359932,0.771612397,0.951258402,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PET,2022,-0.461358944,0.090732874,9,28.47843891,0.771844433,1.131497519,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
PET,2023,0.146056834,0.059563188,10,28.76651488,0.769369125,1.423760408,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PGC,2016,0.069373503,0.167561117,5,27.66821417,0.629744038,1.417064387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PGC,2017,-0.155082701,0.145551814,8,27.50432632,0.657249032,1.113595752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PGC,2018,0.195282938,0.175171447,4,27.46592718,0.573070095,0.992862303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PGC,2019,0.112479457,0.182910695,1,27.76774377,0.56521951,1.326009884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PGC,2020,0.268218163,0.109399882,3,27.9188824,0.590039775,1.706632782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PGC,2021,0.124587757,0.094346637,4,27.5896239,0.642139062,1.104397122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PGC,2022,0.203970155,0.131969421,4,27.490533,0.679850701,1.076364503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PGC,2023,-0.133228675,0.117280312,9,27.4800617,0.657337207,0.989548055,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PGD,2016,-0.251419134,0.067336504,8,28.93663674,0.510048278,2.664857126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PGD,2017,-0.407146109,0.056555827,10,28.81900613,0.521740862,2.31786366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PGD,2018,0.201351737,0.074111917,7,28.92560045,0.481049183,2.659415277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PGD,2019,0.524397996,0.064045837,8,28.64406468,0.539096928,2.017860923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PGD,2020,-0.315558859,0.073680461,9,28.63750728,0.593863513,2.059277713,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PGD,2021,-0.037243803,0.092844506,9,28.53360769,0.586191316,1.782535157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PGD,2022,0.07053639,0.167363313,7,28.83398259,0.569403995,2.141157614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PGD,2023,0.162688005,0.079817141,6,28.92386602,0.58324445,2.599419654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PGN,2019,0.294653056,0.13127437,5,24.92287091,0.57918667,1.723365099,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PGN,2020,-0.117997103,0.144717246,3,24.51987799,0.569820951,0.966603208,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PGN,2021,-0.47653078,0.249161426,7,24.73211103,0.418275104,0.614954033,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PGN,2022,-0.023052582,0.233819247,6,25.00930572,0.469211809,0.709383707,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PGN,2023,-0.055882428,0.071866324,4,24.8176383,0.490671216,0.560597958,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PGS,2016,0.001744039,0.390526366,9,27.96749335,0.570218108,1.448027798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PGS,2017,0.155958901,0.078390583,5,28.1287615,0.58003836,1.711257752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PGS,2018,0.216211352,0.000103107,4,27.98167799,0.616167794,1.486543466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PGS,2019,-0.158852766,0.052289662,4,27.70334178,0.545981388,1.095068411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PGS,2020,-0.426848363,0.052862283,7,27.7837422,0.579551788,1.178837118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PGS,2021,-0.200971934,0.067971082,8,27.93112571,0.582263958,1.340949159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PGS,2022,0.830391719,0.073228752,7,27.87788119,0.57354571,1.256143617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PGS,2023,-0.021351053,0.082937684,2,28.1704342,0.631151708,1.698401773,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PGT,2016,0.130188563,-0.127522902,1,24.30797917,0.036166974,0.469455133,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PGT,2017,-0.107197512,-0.227613288,2,24.38208714,0.030828891,0.580786278,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PGT,2018,0.706565171,0.473859057,4,24.73876209,0.237645048,0.782908267,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PGT,2019,0.064928155,-0.27052559,4,24.25533544,0.30207214,0.604283344,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PGT,2020,-0.7820908,-0.333812225,1,25.24958771,0.269807866,2.363607508,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PGT,2021,0.180841573,0.009363794,2,24.07840473,0.397014082,0.89227684,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PGT,2022,-0.376568326,-0.078910577,7,24.04561491,0.564852413,1.163992803,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
PGT,2023,0.191405571,0.4025461,5,24.07840473,0.386295746,0.74543494,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PGV,2018,-0.136421435,-0.043880859,10,30.03079523,0.867865283,1.073192545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PGV,2019,-0.138603634,0.082035688,7,30.60844438,0.83497483,1.584631904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PGV,2020,0.236065231,0.092440102,8,31.37586298,0.794732625,2.826941939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PGV,2021,1.070544293,0.075147651,8,30.67863524,0.743821853,1.209997432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PGV,2022,-0.177165178,0.119634765,8,30.66250586,0.734590379,1.177945766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PGV,2023,0.252570682,0.052283062,8,30.8178173,0.731970918,1.535130512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PHC,2016,0.112361971,0.247680987,5,25.88747813,0.786525584,0.842255875,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHC,2017,0.072706458,0.181461442,7,26.26444884,0.778919708,0.717544397,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHC,2018,-0.30691024,0.267573887,7,26.25587935,0.831065517,0.611418944,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHC,2019,-0.004989785,0.301308495,8,26.53658225,0.80894928,0.729314162,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PHC,2020,-0.065111766,0.029228329,8,26.6283898,0.803166027,0.91795598,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PHC,2021,0.24605913,0.149544731,7,26.44059468,0.717408686,0.436969586,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PHC,2022,-0.234487542,0.065240817,10,26.58035663,0.753828854,0.524319552,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PHC,2023,0.173487401,0.024058308,9,26.61454799,0.788926478,0.54047384,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PHN,2019,0.205625,0.117525042,5,26.1323213,0.277679322,2.284183258,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PHN,2020,-0.506137041,0.175805205,9,26.39618294,0.148354816,2.533182034,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PHN,2021,-0.234422709,0.104577456,7,26.38110728,0.350342449,2.592910829,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PHN,2022,0.618632088,0.128210667,4,26.4706471,0.147309769,2.498839442,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PHN,2023,-0.00779646,0.162873916,7,26.95330185,0.153777219,3.460907672,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PHR,2016,0.17618118,0.174445352,1,28.98424461,0.405334864,1.685766057,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHR,2017,0.307898495,0.085396441,9,28.71872411,0.438619226,1.230723051,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHR,2018,0.730565212,0.216871437,9,29.28677833,0.471857867,1.949151022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHR,2019,-0.188553823,0.093145651,8,29.87067646,0.555700004,3.609963612,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PHR,2020,0.00694177,0.119812422,9,29.93629665,0.493603138,3.028106165,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PHR,2021,0.191362561,0.051200298,9,29.32111101,0.484133552,1.743219823,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PHR,2022,-0.138000454,0.17153751,10,29.51379536,0.456962493,1.910815104,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PHR,2023,0.170385987,0.100626474,3,29.72990391,0.38085908,2.138579777,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PIA,2017,-0.280557678,0.218444685,10,24.91745573,0.420965484,1.194935287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIA,2018,0.143595495,0.435662908,7,25.50850504,0.358741646,1.830074644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIA,2019,0.000149715,0.140693879,2,25.38007926,0.435944413,1.665026558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PIA,2020,-0.547837116,0.126919896,8,25.38377612,0.373784233,1.736990447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PIA,2021,-0.482251363,0.132479496,9,25.31108638,0.402956757,1.541146297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PIA,2022,0.272732231,0.163155052,1,25.38377612,0.303874049,1.554616948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PIA,2023,-0.020128765,0.124556476,8,25.39842839,0.266947443,1.549374857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PIC,2016,0.048372531,0.083560793,3,26.81030252,0.391591221,1.374983974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PIC,2017,-0.06052187,0.092531101,8,26.77383603,0.393865913,1.225916467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PIC,2018,0.075574285,0.052452563,2,26.44731412,0.404327426,0.896023814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PIC,2019,-0.093275955,0.060528468,7,26.44922393,0.369820026,0.867922902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PIC,2020,-0.527280326,0.064353351,10,26.7232259,0.34935815,1.130119896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PIC,2021,-0.286020469,0.077895498,8,26.92464763,0.31097827,1.337643859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PIC,2022,1.176218952,0.086896171,7,26.86907777,0.303108408,1.316549527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PIC,2023,-0.044705139,0.081738504,3,26.97086047,0.196923691,1.437626191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PIT,2016,-0.07852756,0.074744185,5,25.24622797,0.725098066,0.475420127,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PIT,2017,-0.378342437,-0.512463467,4,25.16011628,0.758794983,0.576698157,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PIT,2018,0.026664772,-0.356891381,2,24.75824184,0.713041612,0.504500833,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PIT,2019,-0.297022305,0.118461557,4,25.21947052,0.599951606,0.755025841,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PIT,2020,-0.069386869,0.02064411,4,25.61699458,0.637902049,1.10633654,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PIT,2021,0.211733136,-0.042510361,4,24.98567724,0.65059028,0.616347925,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PIT,2022,-0.363414934,0.044627722,6,25.23627764,0.565675967,0.770683135,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
PIT,2023,0.164091703,-0.098152335,5,25.4185992,0.617456289,1.000502092,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PJC,2016,0.204252921,0.230933426,2,25.89287832,0.4851032,1.803452526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PJC,2017,0.00364218,0.115571129,2,26.27131475,0.541947658,2.533895324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PJC,2018,-0.08340833,0.595904793,2,26.047029,0.612795655,1.939057291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PJC,2019,0.120099884,0.112577649,4,25.59177322,0.593055405,1.160492852,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PJC,2020,-0.478210937,0.131442422,4,25.87182259,0.460676414,1.385977689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PJC,2021,-0.37650223,0.120530424,4,25.87182259,0.327717221,1.31939885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PJC,2022,0.696775476,0.144005159,2,25.93369799,0.393303901,1.321426936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PJC,2023,-0.079087909,0.173225365,2,25.96131316,0.341364075,1.233737131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PJT,2016,0.119662768,0.29446228,1,25.75058161,0.470508451,1.033088431,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PJT,2017,-0.084922132,0.221318,4,25.96466295,0.49971699,0.895519721,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PJT,2018,0.161723417,0.192435332,1,25.84840314,0.44188014,0.771027472,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PJT,2019,-0.038679458,0.199427327,3,25.98079233,0.597763628,0.86379443,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PJT,2020,-0.086666243,0.140059516,2,25.89741072,0.54757638,0.784184035,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PJT,2021,-0.087458478,0.124961065,5,26.05775337,0.43510638,0.688466544,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PJT,2022,0.038860213,0.110704325,6,26.19267269,0.385846535,0.784311576,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PJT,2023,0.0669862,0.077965231,4,26.24469387,0.304218434,0.836290477,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PLC,2016,-0.044023742,0.070222232,6,28.32203168,0.599120742,1.47683752,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PLC,2017,-0.301800265,0.085883795,5,27.97742931,0.653752788,1.052307276,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PLC,2018,0.037186321,0.010117682,5,27.47608243,0.727099095,0.646523701,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PLC,2019,-0.226733659,0.169491635,1,28.53622844,0.703921034,1.870477512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PLC,2020,0.004984459,0.059795893,9,28.95468075,0.73277915,2.990196182,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PLC,2021,-0.004633649,0.046437971,9,28.39613965,0.715509437,1.564800803,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PLC,2022,0.321744862,0.054417797,10,28.64745408,0.734131764,2.249078609,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PLC,2023,-0.091245022,0.03688257,9,28.65037379,0.690173174,2.109974487,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PLP,2017,-0.350749105,0.257335022,7,26.02657075,0.50985984,0.987113946,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PLP,2018,0.087631209,0.295576392,8,25.69307914,0.574180675,0.552892316,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PLP,2019,-0.18222617,0.347051954,2,26.34003693,0.591333693,0.671626961,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PLP,2020,0.390961699,0.144719274,6,27.08629394,0.653696009,1.307207993,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PLP,2021,0.442048009,0.210644682,8,25.82313226,0.71188202,0.217545399,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PLP,2022,-0.547199463,0.248737623,9,26.51719366,0.582476897,0.289015486,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PLP,2023,-0.100203803,0.033747121,8,26.60686674,0.546009018,0.453702509,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PLX,2017,0.220265419,0.03486983,10,31.901438,0.621428839,3.059848754,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLX,2018,0.067136174,0.058063967,10,31.90324468,0.589712301,3.104105392,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLX,2019,-0.045089838,0.065241484,10,31.91758185,0.580273514,2.805039844,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PLX,2020,-0.032604943,0.017225562,10,31.87764914,0.605172677,2.895973259,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PLX,2021,-0.099584238,0.044708187,10,31.50093344,0.563826975,1.69631486,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PLX,2022,-0.049357365,0.03968095,10,31.43684466,0.626956951,1.618359912,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
PLX,2023,-0.127949975,0.068442227,10,31.50765842,0.63348754,1.652677053,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
PMB,2016,0.152437898,0.14006014,5,25.46993559,0.197465167,0.743995886,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PMB,2017,-0.417075912,0.11417025,4,25.27503525,0.130292658,0.628071586,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PMB,2018,-0.008643662,0.776887815,1,25.1396939,0.253572542,0.561512963,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PMB,2019,0.053009933,0.147108435,1,25.31230664,0.227250875,0.679120707,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PMB,2020,-0.491081867,0.089366731,3,25.7653998,0.258035147,1.10649008,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PMB,2021,0.068177623,0.248077221,7,25.60606776,0.292874245,0.813728468,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PMB,2022,0.338963598,0.135195893,8,25.51075758,0.219546888,0.777647364,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PMB,2023,-0.04403007,0.052734078,7,25.50070724,0.219633841,0.823206307,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PMC,2016,0.308809943,0.18466129,5,27.16146921,0.197505954,2.623557551,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PMC,2017,-0.299002347,0.11632716,2,26.98212828,0.191585286,1.944617614,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PMC,2018,0.111678157,0.016609704,6,26.82380223,0.153364717,1.486272135,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PMC,2019,-0.100092289,0.166825108,2,27.06765046,0.135415785,1.714225728,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PMC,2020,-0.511986367,0.131073103,3,27.14794534,0.151215412,1.693927404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
PMC,2021,-0.438485532,0.104978902,3,27.21945647,0.138688484,1.703913831,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
PMC,2022,1.1491662,0.125890158,2,27.22507446,0.134262042,1.557675776,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
PMC,2023,0.316236038,0.125406982,4,27.35122575,0.19508126,2.202637692,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
PMG,2018,0.111220776,0.13479825,8,27.23872977,0.639730566,1.421782918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PMG,2019,-0.026203728,0.091945062,2,27.30588389,0.620197829,1.282669663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMG,2020,-0.090363923,0.009106311,6,27.35647237,0.469600794,0.962436282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PMG,2021,-0.411822835,-0.142285063,6,26.92004503,0.622516343,0.751193911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
PMG,2022,0.002867552,-0.027124958,3,26.90579301,0.598977543,0.755967494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PMG,2023,-0.339937467,-0.049645818,1,26.75641561,0.64151097,0.654334665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PMP,2016,0.099389171,0.175990561,3,25.16897125,0.550691726,1.327978669,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PMP,2017,-0.092947892,0.139577951,2,24.84619786,0.665213899,0.936717442,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PMP,2018,0.223311392,0.219842352,2,24.71557767,0.724311226,0.826713808,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PMP,2019,0.089318885,0.072597777,4,24.43047625,0.716907282,0.654375434,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PMP,2020,-0.37049802,0.151507043,4,24.86640056,0.734050831,0.97577245,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PMP,2021,-0.240295167,0.106657571,5,24.65978631,0.741096008,0.775989743,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PMP,2022,0.044410116,0.139381181,6,24.73856719,0.718019329,0.820776685,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PMP,2023,-0.039792259,0.131655544,4,24.73096259,0.711558452,0.800483282,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PMS,2016,0.570363384,0.382764445,4,25.48000072,0.457436253,0.698292106,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PMS,2017,-0.599724353,0.203907278,3,25.34023878,0.476907037,0.633637476,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PMS,2018,0.072698534,0.323532662,2,25.22691009,0.577657492,0.59843723,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PMS,2019,0.13304757,0.190238056,2,25.47377017,0.509364997,0.74840518,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PMS,2020,-0.383205476,0.183179174,5,25.8102424,0.505806535,1.022490542,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PMS,2021,-0.288115452,0.149612412,5,25.75988852,0.496581584,0.941711088,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PMS,2022,0.498719773,0.156269103,5,25.82354637,0.501746317,0.987814385,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PMS,2023,0.134697793,0.180213171,3,26.18242154,0.593188852,1.370124197,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PNC,2016,0.390993087,0.012697527,5,26.46413469,0.819538617,3.271410927,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PNC,2017,0.188724827,-0.213630301,5,26.30286654,0.943883449,9.245863461,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PNC,2018,0.257533108,0.552048137,4,25.78507224,0.638691353,1.029624379,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PNC,2019,-0.073804485,0.088664828,6,25.35482711,0.636737107,0.613599604,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PNC,2020,-0.294851451,0.054877824,6,25.48566671,0.668947121,0.698391395,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PNC,2021,0.121278757,-0.128684257,1,25.25304441,0.70229024,0.609291519,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PNC,2022,0.379051557,0.142956441,3,25.361258,0.692345013,0.624527177,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
