ma,year,MAR,NI,DR_SYNCH,MCAP,LEV,M/B,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Industry_Congnghethongtin,Industry_Daukhi,Industry_Dichvutieudung,Industry_Duocphamvayte,Industry_Hangtieudung,Industry_Nguyenvatlieu,Industry_Taichinh,Industry_Tienichcongdong,Industry_Vienthong
ECI,2022,0.789240899,0.052490114,4,24.54251544,0.287254762,1.098702881,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ECI,2023,-0.222581952,-0.126785281,2,24.54251544,0.325124004,1.31543335,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
EID,2016,0.151997987,0.173827873,3,26.13936624,0.449297538,0.965091772,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EID,2017,-0.251904461,0.16098901,5,26.084558,0.424354348,0.864613778,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EID,2018,0.248180396,0.192241568,4,26.07037337,0.412231228,0.800880892,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EID,2019,0.116876945,0.21601493,3,26.27622542,0.395373626,0.911609574,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
EID,2020,-0.288098586,0.19333511,6,26.60936987,0.358074213,1.171151521,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
EID,2021,-0.152547117,0.137491411,6,26.43699864,0.343340523,0.912994302,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
EID,2022,0.624228285,0.246616632,7,26.49002311,0.30680035,0.848381254,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
EID,2023,-0.052111481,0.224889739,5,26.75274845,0.345373027,0.997314225,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ELC,2016,0.171534377,0.103791317,9,27.23203825,0.322613199,0.853597515,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELC,2017,-0.540843394,0.067189708,8,26.64155783,0.248971516,0.468467568,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELC,2018,-0.14350621,0.024161626,8,26.5720756,0.249651094,0.437511172,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELC,2019,-0.0756825,0.088551391,6,27.13022188,0.417283406,0.735862357,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ELC,2020,0.258789126,0.051480156,8,27.70295652,0.430438877,1.259340564,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ELC,2021,0.843241298,0.046816884,7,26.98582737,0.241800717,0.604064471,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ELC,2022,-0.276335082,0.07124558,9,27.80273042,0.203896999,1.302701079,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ELC,2023,1.116164343,0.071017187,9,28.3280995,0.36733401,1.742712142,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
EVE,2016,-0.29131333,0.12066168,9,27.43342903,0.139194419,0.855212726,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EVE,2017,-0.251975706,0.062043123,6,27.27586246,0.281975228,0.764915617,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EVE,2018,0.080566199,0.108709921,7,26.79744026,0.389989085,0.477995316,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EVE,2019,-0.276904042,0.165453986,6,27.16850395,0.389628428,0.670940948,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
EVE,2020,-0.00206991,0.066789156,8,27.33118953,0.302066435,0.784625277,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
EVE,2021,-0.048076944,0.080600898,8,27.08873898,0.240164585,0.603109959,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
EVE,2022,0.185279125,0.157939907,9,27.22046368,0.294402097,0.645314093,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
EVE,2023,-0.02752206,0.028105435,6,27.15508092,0.262487903,0.621318463,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
EVG,2017,-0.753123308,0.150610413,5,25.11028001,0.104957817,0.229151269,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EVG,2018,-0.314977381,0.337146909,7,25.73390113,0.120937806,0.22438487,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EVG,2019,-0.103092021,0.121680573,3,27.33530687,0.146211137,1.026407511,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
EVG,2020,1.763403816,0.026054094,7,27.35526761,0.27791003,1.021577549,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
EVG,2021,0.562817198,0.031406496,8,26.57114866,0.228712463,0.221255161,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
EVG,2022,-0.549374066,0.074489903,9,27.28290864,0.024471333,0.27169773,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
EVG,2023,0.631565196,0.044524797,9,27.85808222,0.269867655,0.4772759,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FCM,2016,-0.070619893,0.153535482,7,26.2484,0.436636797,0.445322332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCM,2017,-0.055338269,0.120645107,4,26.31630295,0.452433568,0.472861982,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCM,2018,0.557733038,0.136706127,6,26.27420788,0.413864289,0.469837802,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCM,2019,-0.055597153,0.184261145,1,26.47805823,0.371324242,0.554325498,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FCM,2020,-0.300282297,0.088276717,6,26.73641849,0.302289603,0.723493245,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FCM,2021,0.657110725,0.032675634,7,25.83777385,0.299161502,0.29478193,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FCM,2022,-0.327438646,0.125564905,9,25.93086428,0.314027069,0.319290084,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FCM,2023,0.117868182,0.085694104,8,26.03177044,0.276077228,0.345610203,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FCN,2016,-0.161815282,0.188348769,8,27.66136955,0.629579148,0.835096856,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCN,2017,-0.062311076,0.172246489,5,27.35065294,0.638582965,0.544678966,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCN,2018,0.145193813,0.329182523,9,27.57080256,0.590490996,0.486791353,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCN,2019,-0.276379917,0.224692202,6,28.12064714,0.565143866,0.664420566,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FCN,2020,0.154436141,0.081868208,9,28.89617892,0.630844817,1.415810208,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FCN,2021,0.901266697,0.01997426,9,28.16185008,0.609218684,0.580483446,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FCN,2022,-0.336516125,0.030347212,10,28.2672106,0.54051756,0.542374992,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FCN,2023,0.222591792,-0.022278031,10,28.59771267,0.608248966,0.782092188,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FDC,2016,-0.096218995,-0.045027357,6,27.41464865,0.352665018,1.429482489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDC,2017,-0.325514444,0.003462991,4,27.16230595,0.404159361,1.105205958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDC,2018,-0.266917418,-0.056769376,1,26.96881109,0.41199242,0.928705187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDC,2019,-0.140978414,0.127506185,4,27.00918354,0.358082201,0.878805203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FDC,2020,0.119911146,-0.048333397,5,27.27044039,0.406047534,1.191989624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDC,2021,0.09798711,0.013551753,3,27.37302698,0.201513697,1.202392638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC,2022,-0.091281253,-0.255754463,6,27.26766646,0.274791672,1.562715572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDC,2023,0.129620547,0.001042346,2,26.96505874,0.334131284,1.152795394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
FID,2016,-0.807541656,0.025956901,10,,0.090858749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FID,2017,0.07942442,,1,23.97727533,0.157572208,0.108137766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FID,2018,-0.371921843,0.006842033,9,23.88196515,0.105686956,0.098234378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FID,2019,-0.196406359,0.000187488,10,24.41259341,0.18904751,0.166995367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FID,2020,-0.201043526,-0.10127463,10,25.78407268,0.036097158,0.669480732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FID,2021,0.315630751,0.006204867,8,24.51850161,0.018211323,0.179158281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FID,2022,-0.364652897,0.001429727,10,24.40071857,0.000621871,0.159211024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FID,2023,0.351551344,-0.065157283,7,24.19307921,0.132211489,0.120154509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
FIR,2018,0.437497204,0.172872663,6,26.74453188,0.642640939,1.674282319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FIR,2019,0.095259061,0.217042495,6,26.64336864,0.313890643,1.109870315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FIR,2020,-0.204665101,0.098999068,8,27.69687873,0.324220895,2.86796777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FIR,2021,0.240831518,0.056585394,8,27.88550946,0.367258354,2.986410416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FIR,2022,0.613371875,0.083553935,8,27.06686757,0.447667984,0.771640193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FIR,2023,-0.505265723,0.024556143,8,26.73127435,0.439585295,0.541397598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
FMC,2016,-0.103474992,0.199155618,6,27.36900679,0.653825716,1.617783336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FMC,2017,-0.006293106,0.146018045,4,27.82884686,0.651951079,2.122540384,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FMC,2018,0.4399729,0.148099181,9,27.6616764,0.5392465,1.496692937,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FMC,2019,0.10777923,0.222838925,6,28.25881921,0.382736822,1.995701903,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
FMC,2020,0.144201023,0.120611347,9,28.50882388,0.36817939,2.225051625,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
FMC,2021,0.355353233,0.119341617,9,28.49818696,0.267809731,1.204072228,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FMC,2022,-0.31818206,0.1348724,10,28.51588654,0.29200462,1.144890311,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FMC,2023,0.042422801,0.124795197,9,28.81963321,0.334321212,1.469255026,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
FPT,2016,-0.019663198,0.134172927,10,30.95091756,0.616264714,2.415907106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPT,2017,0.077855955,0.127564455,10,30.75449271,0.470458107,1.716610473,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPT,2018,0.050310202,0.142309479,10,31.18572028,0.503480276,2.367334363,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPT,2019,0.371597277,0.111835738,10,31.43863908,0.496939367,2.681245367,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FPT,2020,-0.033361826,0.098211603,10,31.86613143,0.554187873,3.712271967,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FPT,2021,0.109823451,0.077448318,10,31.91604295,0.601139543,3.389867494,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FPT,2022,0.193344424,0.089407395,10,32.11312317,0.509081772,3.487139411,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FPT,2023,0.365158146,0.088079884,10,32.77157771,0.50345708,5.70643603,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
FRT,2018,-0.11208919,0.122618872,6,27.8331453,0.77576601,1.056295062,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FRT,2019,-0.506668057,0.166542068,6,28.62616975,0.805974013,2.114431714,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
FRT,2020,0.145494638,0.003776798,9,29.44919201,0.772600985,5.028511468,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FRT,2021,2.002479753,0.072054636,8,29.27453332,0.844803928,3.080680485,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FRT,2022,-0.10257302,0.076947679,10,29.67387155,0.805266526,3.763445213,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FRT,2023,0.797064353,-0.042683172,9,30.62130803,0.868750074,11.5703404,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
GAS,2016,0.122408373,0.104588839,10,32.89034801,0.280333487,4.709447934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GAS,2017,0.34836632,0.051664618,10,32.78332775,0.300824562,3.994075777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GAS,2018,-0.031340456,0.067746141,10,32.82348507,0.251496302,3.838752635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GAS,2019,-0.128275379,0.067175722,10,32.80306523,0.202066598,3.552886426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
GAS,2020,0.004903157,0.045223606,10,32.95301912,0.216881298,4.137251916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
GAS,2021,-0.015097731,0.043223216,10,32.92937736,0.337387249,3.832100226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GAS,2022,0.300592119,0.075328948,10,32.61617298,0.259961279,2.390342682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
GAS,2023,-0.070368001,0.080649785,10,32.8382688,0.25589396,2.796243122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GDT,2016,0.121101565,0.196262377,7,27.30682555,0.29372988,2.809135966,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GDT,2017,-0.393113691,0.14008539,6,27.12161322,0.268750883,2.34409967,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GDT,2018,0.196815707,0.149296105,8,26.88748782,0.247740139,1.837842224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GDT,2019,-0.173477095,0.156112761,7,27.22806548,0.281519217,2.401301084,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
GDT,2020,0.213328743,0.119664742,7,27.53668077,0.321733621,3.363613298,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GDT,2021,0.061762895,0.0667998,8,27.05616387,0.303366811,2.120573783,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GDT,2022,-0.041269886,0.123084706,8,27.07011767,0.275009078,1.938821017,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GDT,2023,-0.292517837,0.064294343,7,27.12812591,0.286743106,2.073597029,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GDW,2016,0.343011746,0.094397476,4,25.83675852,0.38118051,1.174651615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GDW,2017,-0.280676852,0.095127084,2,25.75956888,0.479210896,1.047415921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GDW,2018,0.180985098,0.098521851,1,26.45579772,0.451343892,2.039270534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GDW,2019,0.899209438,0.055423625,2,26.08807294,0.484426185,1.378778468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
GDW,2020,-0.764274035,0.087274393,2,26.05646761,0.510307206,1.232363481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
GDW,2021,-0.566045637,0.090426345,5,26.26668392,0.356774054,1.495155082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GDW,2022,0.317720189,0.082937464,3,26.34872634,0.389946547,1.526216775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
GDW,2023,-0.00351004,0.129679439,2,26.29959366,0.426963296,1.504076714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GEE,2022,0.132208204,0.120918575,9,29.76637029,0.655363185,1.409191256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GEE,2023,0.173730289,0.093696202,9,29.92052097,0.566282217,1.658299608,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GEG,2017,0.024520337,0.190674228,3,28.01731385,0.205348024,1.116461641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GEG,2018,0.620773686,0.127260744,6,29.22484326,0.447792046,2.044293973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GEG,2019,-0.059880484,0.059017568,3,29.03658697,0.618579826,1.580783361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
GEG,2020,-0.22394253,0.072333289,8,29.36338485,0.553857258,1.630374851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
GEG,2021,0.208553294,0.057558153,8,29.16065276,0.700329527,1.235113591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GEG,2022,0.069746533,0.080273191,9,29.25967464,0.67112487,0.905372431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
GEG,2023,-0.211743668,0.02811922,9,29.1835681,0.642500013,0.819008406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GEX,2016,-0.193444961,0.165897591,9,29.23669897,0.62701328,1.520178848,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GEX,2017,0.002205282,0.181902955,8,29.38707741,0.552583808,0.940352365,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GEX,2018,-0.118259169,0.221689275,9,29.70907469,0.538169483,1.003006854,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GEX,2019,0.016820932,0.106706389,8,30.08586534,0.591897629,1.342003937,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GEX,2020,0.006383457,0.084129241,9,30.55691663,0.697438178,2.270297882,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GEX,2021,0.733977769,0.089344713,10,30.08765623,0.66501029,0.569109439,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GEX,2022,-0.347890712,0.131306571,10,30.55674703,0.598292558,0.886158011,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GEX,2023,0.737268908,0.046326336,10,30.61441268,0.614652099,0.930782476,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GIC,2021,-0.341360081,0.090149859,8,25.59766895,0.076670336,0.565325927,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GIC,2022,-0.081337825,0.127187927,5,25.97813276,0.06103261,0.798285305,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GIC,2023,-0.010688777,0.0868487,1,25.87136478,0.092704168,0.709311351,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GIL,2016,0.010816573,0.195792848,6,26.92926767,0.585714225,1.097757558,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GIL,2017,-0.474227203,0.289521411,1,26.93905112,0.623561406,0.894199349,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GIL,2018,0.266032535,0.325951411,8,26.47504804,0.615343418,0.443994014,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GIL,2019,-0.414884062,0.509983744,6,27.73429947,0.559390264,1.325562193,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
GIL,2020,0.790864561,0.278929656,8,28.51891237,0.52373708,1.88373892,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GIL,2021,-0.162937931,0.136063007,8,27.4229632,0.572351351,0.504309523,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GIL,2022,-0.629724904,0.444977344,9,28.32982725,0.370249145,0.800805406,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GIL,2023,0.031055093,0.014359187,10,28.40089783,0.242343822,0.849002803,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GKM,2017,-0.007223126,0.249065581,5,24.91519073,0.585776873,1.03060823,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GKM,2018,0.669504636,0.069439783,8,26.11558571,0.341692715,1.312045743,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GKM,2019,0.089597347,0.011930535,7,26.26844248,0.456832675,1.504309487,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GKM,2020,-0.597313432,0.040803283,6,27.34550643,0.457443138,4.161298712,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GKM,2021,1.63155969,0.046786737,3,27.20407829,0.456993292,2.190276642,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GKM,2022,-0.008506671,0.027985871,5,27.5806632,0.476392859,2.873915882,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GKM,2023,-0.021255169,0.041312021,2,27.16188322,0.222688025,1.859178992,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GLT,2016,0.586966336,0.111074034,8,27.08955774,0.466151901,5.106873432,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GLT,2017,0.362878291,0.04578595,7,27.30313184,0.402197868,7.234494795,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GLT,2018,0.466603113,0.023965467,10,26.20066599,0.335399208,2.388530333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GLT,2019,-0.224106883,0.050214254,10,25.94714283,0.269283471,1.933198172,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
GLT,2020,-0.728934944,0.09837528,2,26.39641056,0.346959087,2.834230008,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GLT,2021,-0.316924515,0.203111254,1,26.21599196,0.474934514,1.542285699,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GLT,2022,0.304581636,0.079636132,8,25.82562147,0.504280587,1.090868258,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GLT,2023,-0.190720942,0.064655777,10,26.40265512,0.171471959,1.928231242,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GMA,2020,0,0.012376038,10,26.62589917,0.603454586,5.011914778,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GMA,2021,-0.280616401,0.014825359,1,26.30826478,0.284708733,3.395704165,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GMA,2022,0.623953622,0.100073372,1,27.51223753,0.705970036,1.919838884,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GMA,2023,-0.049624311,0.000320741,1,27.70054713,0.654316862,2.31621708,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GMC,2016,-0.278947542,0.142360667,1,26.74483256,0.684750606,1.480090115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GMC,2017,-0.330455851,0.142105804,1,27.07860574,0.647378596,1.797043999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GMC,2018,0.623327971,0.209186293,4,26.40154469,0.623422194,0.76838607,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GMC,2019,-0.414537328,0.357156676,7,26.80158364,0.530193706,0.902507469,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
GMC,2020,-0.093787569,0.106382417,9,27.39800321,0.461536339,1.203076282,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GMC,2021,-0.088951835,0.055030012,6,26.52236634,0.150771314,0.469663234,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GMC,2022,-0.210429604,-0.256670023,7,26.41478113,0.163144537,0.661410649,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GMC,2023,-0.169150212,-0.175286507,7,26.43353513,0.063710649,0.769544473,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GMD,2016,-0.076741554,0.087487661,8,29.73077604,0.420175629,1.391631694,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMD,2017,-0.172819322,0.071218051,7,29.66433224,0.371676503,1.076791801,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMD,2018,0.21198501,0.248745366,9,29.47779701,0.346059586,0.970954951,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMD,2019,-0.031556885,0.096787376,8,29.99329554,0.351055604,1.616362422,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GMD,2020,0.298594588,0.041495205,9,30.14885491,0.329411804,1.880490669,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GMD,2021,0.166042573,0.058101858,9,30.29761005,0.343539296,2.042807245,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GMD,2022,0.136035988,0.080696959,9,30.67295774,0.390072315,2.635431681,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GMD,2023,0.282436189,0.120975768,9,30.81596722,0.281532853,2.483051501,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GMH,2022,-0.303661718,0.159421037,7,25.78734711,0.083455344,0.865089898,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GMH,2023,-0.125542798,0.086594473,4,25.71827975,0.045266734,0.783987791,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GMX,2016,0.400103011,0.226489066,1,25.69070645,0.278780433,1.82649782,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMX,2017,-0.036409204,0.144627546,4,25.44887076,0.287964624,1.420108941,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMX,2018,0.195622796,0.186174288,2,25.60167283,0.382345988,1.603574655,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMX,2019,0.280074279,0.187047213,1,25.5935427,0.343189842,1.505289354,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GMX,2020,-0.552480693,0.207600675,4,25.31264032,0.34377924,1.051054777,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GMX,2021,-0.296439262,0.238189052,1,25.92572193,0.323311218,1.709750232,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
