ma,year,BIG4,LEV,M/B,SALES,SHRINC,LOSS,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Industry_Congnghethongtin,Industry_Daukhi,Industry_Dichvutieudung,Industry_Duocphamvayte,Industry_Hangtieudung,Industry_Nguyenvatlieu,Industry_Taichinh,Industry_Tienichcongdong,Industry_Vienthong
EID,2016,0,0.449297538,0.965091772,5.16773E+11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EID,2017,0,0.424354348,0.864613778,5.77062E+11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EID,2018,0,0.412231228,0.800880892,5.99103E+11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EID,2019,0,0.395373626,0.911609574,6.5259E+11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
EID,2020,0,0.358074213,1.171151521,6.66875E+11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
EID,2021,0,0.343340523,0.912994302,7.78829E+11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
EID,2022,0,0.30680035,0.848381254,1.01422E+12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
EID,2023,0,0.345373027,0.997314225,1.05268E+12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ELC,2016,1,0.322613199,0.853597515,1.30158E+12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELC,2017,1,0.248971516,0.468467568,5.61395E+11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELC,2018,0,0.249651094,0.437511172,4.1229E+11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELC,2019,0,0.417283406,0.735862357,8.7476E+11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ELC,2020,0,0.430438877,1.259340564,8.02233E+11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ELC,2021,0,0.241800717,0.604064471,6.59132E+11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ELC,2022,0,0.203896999,1.302701079,8.63283E+11,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ELC,2023,0,0.36733401,1.742712142,9.8009E+11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
EVE,2016,0,0.139194419,0.855212726,8.63915E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EVE,2017,1,0.281975228,0.764915617,9.94425E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EVE,2018,1,0.389989085,0.477995316,1.18072E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EVE,2019,1,0.389628428,0.670940948,1.0042E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
EVE,2020,0,0.302066435,0.784625277,8.55358E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
EVE,2021,0,0.240164585,0.603109959,8.65947E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
EVE,2022,0,0.294402097,0.645314093,1.02125E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
EVE,2023,0,0.262487903,0.621318463,7.86854E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
EVG,2017,0,0.104957817,0.229151269,4.94648E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EVG,2018,0,0.120937806,0.22438487,5.53682E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EVG,2019,0,0.146211137,1.026407511,5.85252E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
EVG,2020,0,0.27791003,1.021577549,7.68476E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
EVG,2021,0,0.228712463,0.221255161,9.68373E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
EVG,2022,0,0.024471333,0.27169773,1.27768E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
EVG,2023,0,0.269867655,0.4772759,1.08977E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FCM,2016,0,0.436636797,0.445322332,6.92486E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCM,2017,0,0.452433568,0.472861982,7.7892E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCM,2018,0,0.413864289,0.469837802,8.84187E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCM,2019,1,0.371324242,0.554325498,7.50544E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FCM,2020,1,0.302289603,0.723493245,5.71759E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FCM,2021,1,0.299161502,0.29478193,5.99225E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FCM,2022,1,0.314027069,0.319290084,5.91288E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FCM,2023,1,0.276077228,0.345610203,4.58972E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FCN,2016,0,0.629579148,0.835096856,2.10779E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCN,2017,0,0.638582965,0.544678966,2.32019E+12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCN,2018,0,0.590490996,0.486791353,2.84555E+12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FCN,2019,0,0.565143866,0.664420566,3.09119E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FCN,2020,0,0.630844817,1.415810208,3.15419E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FCN,2021,0,0.609218684,0.580483446,3.48422E+12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FCN,2022,0,0.54051756,0.542374992,3.04553E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FCN,2023,0,0.608248966,0.782092188,2.87957E+12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FDC,2016,1,0.352665018,1.429482489,2.95608E+11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDC,2017,1,0.404159361,1.105205958,3.37234E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDC,2018,1,0.41199242,0.928705187,3.97982E+11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FDC,2019,1,0.358082201,0.878805203,4.45776E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FDC,2020,1,0.406047534,1.191989624,1.90188E+11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDC,2021,1,0.201513697,1.202392638,1.85711E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC,2022,1,0.274791672,1.562715572,17217337262,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDC,2023,1,0.334131284,1.152795394,18771213545,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
FID,2016,0,0.090858749,0,94333570637,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FID,2017,0,0.157572208,0.108137766,1.54506E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FID,2018,0,0.105686956,0.098234378,61999707208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FID,2019,0,0.18904751,0.166995367,17818300754,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FID,2020,0,0.036097158,0.669480732,82300939815,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FID,2021,0,0.018211323,0.179158281,1.40362E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FID,2022,0,0.000621871,0.159211024,38336079373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FID,2023,0,0.132211489,0.120154509,84082802454,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
FIR,2018,0,0.642640939,1.674282319,2.43004E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FIR,2019,1,0.313890643,1.109870315,2.82504E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FIR,2020,1,0.324220895,2.86796777,1.49611E+11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FIR,2021,1,0.367258354,2.986410416,2.32838E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FIR,2022,1,0.447667984,0.771640193,3.66507E+11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FIR,2023,1,0.439585295,0.541397598,1.68078E+11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
FMC,2016,1,0.653825716,1.617783336,3.07883E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FMC,2017,1,0.651951079,2.122540384,3.49784E+12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FMC,2018,1,0.5392465,1.496692937,3.80666E+12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FMC,2019,1,0.382736822,1.995701903,3.70959E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
FMC,2020,1,0.36817939,2.225051625,4.41522E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
FMC,2021,1,0.267809731,1.204072228,5.1991E+12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FMC,2022,1,0.29200462,1.144890311,5.70156E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FMC,2023,1,0.334321212,1.469255026,5.08739E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
FPT,2016,1,0.616264714,2.415907106,3.95315E+13,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPT,2017,1,0.470458107,1.716610473,4.26586E+13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPT,2018,1,0.503480276,2.367334363,2.32135E+13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FPT,2019,1,0.496939367,2.681245367,2.7717E+13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FPT,2020,1,0.554187873,3.712271967,2.98304E+13,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FPT,2021,1,0.601139543,3.389867494,3.56573E+13,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FPT,2022,1,0.509081772,3.487139411,4.40095E+13,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FPT,2023,1,0.50345708,5.70643603,5.26179E+13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
FRT,2018,1,0.77576601,1.056295062,1.52983E+13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FRT,2019,1,0.805974013,2.114431714,1.6634E+13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
FRT,2020,1,0.772600985,5.028511468,1.46614E+13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FRT,2021,1,0.844803928,3.080680485,2.2495E+13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FRT,2022,1,0.805266526,3.763445213,3.01658E+13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FRT,2023,1,0.868750074,11.5703404,3.18496E+13,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
GAS,2016,1,0.280333487,4.709447934,5.90762E+13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GAS,2017,1,0.300824562,3.994075777,6.45224E+13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GAS,2018,1,0.251496302,3.838752635,7.56115E+13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GAS,2019,1,0.202066598,3.552886426,7.50053E+13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
GAS,2020,1,0.216881298,4.137251916,6.4135E+13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
GAS,2021,1,0.337387249,3.832100226,7.89922E+13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GAS,2022,1,0.259961279,2.390342682,1.00724E+14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
GAS,2023,1,0.25589396,2.796243122,8.99539E+13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GDT,2016,0,0.29372988,2.809135966,3.23649E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GDT,2017,0,0.268750883,2.34409967,3.62245E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GDT,2018,0,0.247740139,1.837842224,3.89834E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GDT,2019,0,0.281519217,2.401301084,3.41846E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
GDT,2020,0,0.321733621,3.363613298,4.00405E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GDT,2021,0,0.303366811,2.120573783,3.38629E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GDT,2022,0,0.275009078,1.938821017,3.99763E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GDT,2023,0,0.286743106,2.073597029,3.10996E+11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GDW,2016,0,0.38118051,1.174651615,4.50586E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GDW,2017,0,0.479210896,1.047415921,4.75455E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GDW,2018,0,0.451343892,2.039270534,4.88592E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GDW,2019,0,0.484426185,1.378778468,5.18316E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
GDW,2020,0,0.510307206,1.232363481,5.74092E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
GDW,2021,0,0.356774054,1.495155082,5.57922E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GDW,2022,0,0.389946547,1.526216775,6.23795E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
GDW,2023,0,0.426963296,1.504076714,6.53387E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GEE,2022,0,0.655363185,1.409191256,1.66647E+13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GEE,2023,0,0.566282217,1.658299608,1.66073E+13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GEG,2017,1,0.205348024,1.116461641,5.391E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GEG,2018,1,0.447792046,2.044293973,5.59488E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GEG,2019,1,0.618579826,1.580783361,1.15937E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
GEG,2020,1,0.553857258,1.630374851,1.49332E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
GEG,2021,1,0.700329527,1.235113591,1.38112E+12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GEG,2022,0,0.67112487,0.905372431,2.09323E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
GEG,2023,0,0.642500013,0.819008406,2.16346E+12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GEX,2016,0,0.62701328,1.520178848,7.29711E+12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GEX,2017,1,0.552583808,0.940352365,1.19841E+13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GEX,2018,1,0.538169483,1.003006854,1.36991E+13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GEX,2019,1,0.591897629,1.342003937,1.5315E+13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GEX,2020,1,0.697438178,2.270297882,1.79487E+13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GEX,2021,1,0.66501029,0.569109439,2.85784E+13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GEX,2022,1,0.598292558,0.886158011,3.20888E+13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GEX,2023,1,0.614652099,0.930782476,2.99978E+13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GIC,2021,1,0.076670336,0.565325927,1.62658E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GIC,2022,1,0.06103261,0.798285305,1.68328E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GIC,2023,1,0.092704168,0.709311351,1.72274E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GIL,2016,0,0.585714225,1.097757558,1.29063E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GIL,2017,0,0.623561406,0.894199349,2.16996E+12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GIL,2018,0,0.615343418,0.443994014,2.25363E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GIL,2019,0,0.559390264,1.325562193,2.53835E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
GIL,2020,0,0.52373708,1.88373892,3.45675E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GIL,2021,0,0.572351351,0.504309523,4.15032E+12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GIL,2022,0,0.370249145,0.800805406,3.16667E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GIL,2023,0,0.242343822,0.849002803,9.36396E+11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GKM,2017,0,0.585776873,1.03060823,1.54495E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GKM,2018,0,0.341692715,1.312045743,1.27731E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GKM,2019,0,0.456832675,1.504309487,1.55861E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GKM,2020,0,0.457443138,4.161298712,1.70047E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GKM,2021,0,0.456993292,2.190276642,2.36308E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GKM,2022,0,0.476392859,2.873915882,3.11807E+11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GKM,2023,0,0.222688025,1.859178992,3.87723E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GLT,2016,0,0.466151901,5.106873432,1.42277E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GLT,2017,0,0.402197868,7.234494795,1.45817E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GLT,2018,0,0.335399208,2.388530333,1.30415E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GLT,2019,0,0.269283471,1.933198172,91481212511,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
GLT,2020,0,0.346959087,2.834230008,91602518671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GLT,2021,0,0.474934514,1.542285699,1.68119E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GLT,2022,0,0.504280587,1.090868258,5.93818E+11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GLT,2023,0,0.171471959,1.928231242,1.05271E+11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GMA,2020,0,0.603454586,5.011914778,1.13728E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GMA,2021,0,0.284708733,3.395704165,1.03207E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GMA,2022,0,0.705970036,1.919838884,1.86315E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GMA,2023,0,0.654316862,2.31621708,2.7652E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GMC,2016,1,0.684750606,1.480090115,1.61138E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GMC,2017,1,0.647378596,1.797043999,1.60505E+12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GMC,2018,1,0.623422194,0.76838607,2.0389E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GMC,2019,1,0.530193706,0.902507469,1.74777E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
GMC,2020,1,0.461536339,1.203076282,1.47457E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GMC,2021,1,0.150771314,0.469663234,1.06477E+12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GMC,2022,1,0.163144537,0.661410649,2.92176E+11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GMC,2023,0,0.063710649,0.769544473,8296582790,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GMD,2016,0,0.420175629,1.391631694,3.74167E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMD,2017,0,0.371676503,1.076791801,3.98396E+12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMD,2018,0,0.346059586,0.970954951,2.70756E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMD,2019,0,0.351055604,1.616362422,2.64291E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GMD,2020,0,0.329411804,1.880490669,2.60567E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GMD,2021,0,0.343539296,2.042807245,3.20629E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GMD,2022,0,0.390072315,2.635431681,3.89824E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GMD,2023,0,0.281532853,2.483051501,3.84583E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GMH,2022,0,0.083455344,0.865089898,1.51308E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GMH,2023,0,0.045266734,0.783987791,1.13564E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GMX,2016,0,0.278780433,1.82649782,2.05005E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMX,2017,0,0.287964624,1.420108941,2.18927E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMX,2018,0,0.382345988,1.603574655,2.40509E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GMX,2019,0,0.343189842,1.505289354,2.71088E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GMX,2020,0,0.34377924,1.051054777,2.64729E+11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GMX,2021,0,0.323311218,1.709750232,2.13997E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GMX,2022,0,0.389752789,1.612400926,2.86792E+11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GMX,2023,0,0.289110521,1.402250268,1.93371E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GSP,2016,1,0.235671229,1.094498006,1.14041E+12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GSP,2017,1,0.24221856,1.048663578,1.29186E+12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GSP,2018,1,0.415681523,0.817621209,1.55024E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GSP,2019,1,0.498960148,0.939413261,1.39098E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GSP,2020,1,0.47365938,1.052562073,1.54723E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GSP,2021,0,0.493705177,0.806141221,1.6316E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GSP,2022,0,0.507458197,0.917567989,1.84479E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GSP,2023,0,0.501136601,0.955679562,1.76517E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GTA,2016,1,0.648267431,0.938782772,4.90212E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GTA,2017,1,0.637461608,0.891438336,5.45749E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GTA,2018,1,0.747547378,0.760044591,5.80339E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GTA,2019,1,0.694099645,0.783735884,6.62562E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GTA,2020,0,0.667032317,1.065850861,5.68237E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GTA,2021,0,0.642161088,0.751807172,5.10842E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GTA,2022,0,0.567371337,0.901165214,4.8951E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GTA,2023,0,0.518541378,0.856224251,2.49214E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GVR,2018,0,0.362279658,0.904616412,1.97133E+13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GVR,2019,0,0.355597844,2.581203669,1.9804E+13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
