ma,year,BIG4,LEV,M/B,SALES,SHRINC,LOSS,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Industry_Congnghethongtin,Industry_Daukhi,Industry_Dichvutieudung,Industry_Duocphamvayte,Industry_Hangtieudung,Industry_Nguyenvatlieu,Industry_Taichinh,Industry_Tienichcongdong,Industry_Vienthong
KSV,2018,0,0.674028225,1.005701629,5.37586E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KSV,2019,0,0.690845904,0.858622858,6.14524E+12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
KSV,2020,0,0.712853187,3.949272656,6.16299E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
KSV,2021,0,0.709669459,1.807227675,7.99114E+12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
KSV,2022,0,0.710506571,1.744895795,1.22509E+13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
KSV,2023,0,0.687738446,1.910446256,1.19119E+13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
KTS,2016,0,0.298495536,1.35732574,2.35088E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KTS,2017,0,0.627583663,0.698041562,4.36813E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KTS,2018,0,0.546934698,0.291145191,33924171180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KTS,2019,0,0.502340807,0.430702683,1.45903E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
KTS,2020,0,0.609998212,0.640690925,1.92517E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
KTS,2021,0,0.60636392,0.438364319,2.10425E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
KTS,2022,0,0.626414283,0.446033336,2.61391E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
KTS,2023,0,0.611547927,1.108991298,5.15988E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
KTT,2016,0,0.545765067,0.464529191,67324628261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KTT,2017,0,0.367334238,0.28372082,1.39022E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KTT,2018,0,0.012026745,0.384630908,2.58138E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KTT,2019,0,0.082309845,0.429264375,21271370460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
KTT,2020,0,0.680055728,1.350631899,94733943758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
KTT,2021,0,0.881948617,0.429684963,4.53773E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
KTT,2022,0,0.926891342,0.500897406,9.01046E+11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
KTT,2023,0,0.984959598,1.221834551,65473634180,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L10,2016,1,0.82064834,0.712354487,1.24938E+12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L10,2017,1,0.785333842,0.927020702,1.35612E+12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L10,2018,1,0.794634383,0.572498851,1.09464E+12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L10,2019,1,0.794323421,0.786003645,1.33775E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10,2020,0,0.760476423,1.109807722,1.2008E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
L10,2021,0,0.801063488,0.90595818,1.07187E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
L10,2022,0,0.755668054,1.075397879,1.0359E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
L10,2023,0,0.788093664,0.7328871,1.04811E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L14,2016,1,0.797516111,4.514480921,2.2682E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L14,2017,1,0.515723318,1.800113783,3.35762E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L14,2018,0,0.299150267,2.638266812,1.83853E+12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L14,2019,0,0.174861334,3.147224307,2.56881E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L14,2020,0,0.321746711,24.84563186,1.16785E+11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
L14,2021,0,0.352261988,1.799318036,1.66677E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
L14,2022,0,0.286951617,3.321274569,1.73463E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
L14,2023,0,0.356757963,3.162313856,1.34602E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L18,2016,1,0.849800968,0.222190834,1.51592E+12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L18,2017,1,0.85637641,0.319616008,1.15152E+12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L18,2018,0,0.856262831,0.258566403,1.31687E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L18,2019,0,0.823000628,0.532461126,1.81957E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L18,2020,0,0.850213374,2.986511755,1.99336E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
L18,2021,0,0.81253017,1.291412011,2.86001E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
L18,2022,0,0.825576306,1.324669034,2.2122E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
L18,2023,0,0.89090569,2.210212488,3.08192E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L40,2021,0,0.666316645,1.154207438,1.70388E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
L40,2022,0,0.588781043,1.072182142,1.67129E+11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
L40,2023,0,0.650663306,1.05383482,1.10598E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
LAF,2016,1,0.491623203,0.996376969,8.75734E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAF,2017,1,0.605065461,0.474581042,1.30036E+12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAF,2018,1,0.45513764,1.152309975,5.7281E+11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAF,2019,1,0.469308093,1.118498898,4.68603E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
LAF,2020,1,0.236005736,2.414987275,4.05277E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
LAF,2021,1,0.297736647,1.008308886,4.15382E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
LAF,2022,1,0.536589533,1.094442087,5.09816E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
LAF,2023,1,0.332356313,0.929846916,4.31496E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LAS,2016,0,0.531152868,1.267367525,3.96466E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAS,2017,0,0.531689444,0.866375766,3.88555E+12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAS,2018,0,0.574762008,0.550574192,68694671398,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAS,2019,0,0.561818339,0.747163477,2.84905E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
LAS,2020,0,0.290811147,1.340292426,2.29359E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LAS,2021,0,0.41942718,0.660635883,2.80105E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
LAS,2022,0,0.410019129,0.729924572,3.15571E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LAS,2023,0,0.397705805,1.849572368,3.44029E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
LBE,2016,0,0.08016758,0.951064264,63868727351,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LBE,2017,0,0.095462843,0.638298406,72050139497,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LBE,2018,0,0.068587934,1.961075515,57358201672,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LBE,2019,0,0.062677322,1.86288081,66250703470,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LBE,2020,0,0.059101575,1.642261021,72549163957,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
LBE,2021,0,0.32561261,1.625954414,73183965421,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
LBE,2022,0,0.103035792,1.166366492,98627582254,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
LBE,2023,0,0.097088937,1.679193992,90693860478,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
LBM,2016,0,0.241899649,1.500575727,3.27273E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LBM,2017,0,0.338513773,1.111475234,5.42471E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LBM,2018,0,0.236329348,0.926464557,5.32808E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LBM,2019,1,0.149405258,1.471392229,5.88935E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
LBM,2020,1,0.161029683,2.352781586,6.04352E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LBM,2021,0,0.201252289,0.920427425,7.87825E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
LBM,2022,0,0.251756391,1.548257279,1.11327E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LBM,2023,0,0.219916647,1.385356975,9.01724E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
LCG,2016,1,0.588386426,0.751416692,1.1191E+12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LCG,2017,1,0.683581392,0.567115681,1.51487E+12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LCG,2018,1,0.651857251,0.488961991,2.50165E+12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LCG,2019,1,0.663605502,1.040829317,2.53627E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
LCG,2020,0,0.698917992,1.327185955,3.53625E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LCG,2021,0,0.588491154,0.646182612,1.80265E+12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
LCG,2022,0,0.488294831,0.938541812,1.00584E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LCG,2023,0,0.575489762,1.03438646,2.00795E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
LDG,2016,0,0.579331601,1.537234617,4.9656E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LDG,2017,0,0.450282479,1.177329494,6.63317E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LDG,2018,0,0.472134871,0.582174161,1.71895E+12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LDG,2019,0,0.466011663,0.657636639,7.8458E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
LDG,2020,0,0.438797848,1.470181213,1.38844E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
LDG,2021,0,0.525816309,0.303604903,3.21282E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
LDG,2022,0,0.587581146,0.346388785,1.93172E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
LDG,2023,0,0.626463042,0.178958391,-36509024082,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LDP,2016,1,0.657504157,2.126450002,5.1351E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LDP,2017,1,0.611551927,1.935065294,5.28312E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LDP,2018,1,0.682191477,1.969068945,8.85903E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LDP,2019,1,0.671082682,1.036450294,3.79664E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LDP,2020,1,0.46504767,5.128867924,2.52794E+11,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
LDP,2021,0,0.289648798,0.447237062,1.61902E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
LDP,2022,0,0.507553421,0.564733721,1.87415E+11,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
LDP,2023,0,0.525777512,2.489319227,1.86001E+11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
LEC,2017,1,0.641037185,1.428515272,3.44187E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LEC,2018,1,0.678055862,1.153372062,5.27434E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LEC,2019,0,0.681224985,0.957045194,4.81893E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
LEC,2020,0,0.632813422,0.966868501,5.53132E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
LEC,2021,0,0.594053249,0.366709076,5.34874E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
LEC,2022,0,0.663284603,0.361386088,1.81033E+11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
LEC,2023,0,0.587670593,0.40098227,1.04687E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LGC,2016,1,0.637278589,1.373769189,4.3413E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LGC,2017,0,0.686353214,2.204707838,5.4047E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LGC,2018,0,0.626967716,2.181126255,6.00551E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LGC,2019,0,0.653454379,3.172912673,7.12934E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
LGC,2020,0,0.626656916,2.056582713,7.04802E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LGC,2021,1,0.615029231,2.344744686,9.00236E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
LGC,2022,0,0.620122496,2.389048833,1.3407E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LGC,2023,0,0.773766032,2.325183822,1.59702E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
LGL,2016,0,0.807206583,0.639670968,1.91636E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGL,2017,1,0.762896953,0.496263517,8.57674E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGL,2018,0,0.679200013,0.477845239,1.1726E+12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGL,2019,0,0.571549853,0.421315558,1.28409E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
LGL,2020,0,0.583359358,0.707617509,1.70879E+11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
LGL,2021,0,0.560735451,0.242585088,1.24819E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
LGL,2022,0,0.597330768,0.266038472,2.07614E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
LGL,2023,0,0.499678506,0.267460412,91321602864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LHC,2016,0,0.310322825,0.690387745,4.93967E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LHC,2017,0,0.40195576,0.698036991,7.13684E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LHC,2018,0,0.338887123,0.612542665,1.71427E+12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LHC,2019,0,0.34571964,0.646512165,7.57568E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
LHC,2020,0,0.352766564,2.570462432,8.66888E+11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LHC,2021,0,0.430457837,0.706397595,1.05494E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
LHC,2022,0,0.405714291,1.139978775,1.41651E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LHC,2023,0,0.372255665,0.99816768,1.11927E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
LHG,2016,1,0.56103276,0.72003853,4.80225E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHG,2017,1,0.451116143,0.84778335,4.88053E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHG,2018,1,0.458208625,0.70202564,4.30241E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHG,2019,1,0.467072181,1.578649801,5.98868E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
LHG,2020,1,0.506210168,1.819438507,6.43579E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
LHG,2021,0,0.485441307,0.797607975,7.8165E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
LHG,2022,0,0.489063044,0.72669668,6.28858E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
LHG,2023,0,0.478047426,1.085150902,3.94859E+11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LIG,2016,0,0.697027557,0.409604332,8.62224E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LIG,2017,1,0.751932679,0.315866824,1.18718E+12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LIG,2018,1,0.836660653,0.287620926,1.80668E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LIG,2019,1,0.8575256,0.623950016,2.22877E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
LIG,2020,0,0.843848509,1.033893217,2.33831E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LIG,2021,0,0.829609633,0.278722669,2.43978E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
LIG,2022,0,0.798068686,0.298374533,2.96617E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LIG,2023,0,0.787294336,0.26479109,3.32134E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
LIX,2016,0,0.42195842,3.518873543,1.9533E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LIX,2017,1,0.391368373,3.221376466,2.1174E+12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LIX,2018,1,0.394674807,2.915617581,2.30893E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LIX,2019,1,0.38084466,3.22134935,2.52649E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
LIX,2020,0,0.373573912,2.576776126,2.90219E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
LIX,2021,0,0.358451087,1.747375454,2.613E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
LIX,2022,0,0.311690475,1.585350471,2.81514E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
LIX,2023,0,0.324417581,1.310930056,2.80056E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LM8,2016,1,0.848613085,0.752958316,1.61846E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LM8,2017,1,0.842671571,0.787813904,1.69033E+12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LM8,2018,1,0.853656011,0.559111361,1.92184E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LM8,2019,1,0.848272926,0.366796506,1.74109E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
LM8,2020,0,0.81551702,0.482538473,1.35756E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LM8,2021,0,0.77997836,0.280075901,1.42663E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
LM8,2022,0,0.78023453,0.314781924,1.3599E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LM8,2023,0,0.755827706,0.488663877,1.32901E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
LSS,2016,1,0.335304863,0.509114453,2.18236E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LSS,2017,1,0.396915027,0.282888029,1.99307E+12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LSS,2018,1,0.37236872,0.21521866,1.65996E+12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LSS,2019,1,0.325540276,0.458784287,1.71625E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
LSS,2020,0,0.350380281,0.560782097,1.45016E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
LSS,2021,0,0.365173569,0.274044058,2.13818E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
LSS,2022,0,0.344494746,0.538472136,1.91811E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
LSS,2023,0,0.372693728,0.550806051,2.20704E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
MAC,2016,0,0.224684833,0.63642733,1.82627E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAC,2017,0,0.253566262,0.558452304,1.95217E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAC,2018,0,0.231173902,0.426721939,2.3543E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAC,2019,0,0.248852133,0.521944668,1.57114E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MAC,2020,0,0.212978038,0.678445387,1.15712E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MAC,2021,0,0.22383973,0.910009354,89629641968,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MAC,2022,1,0.110297005,1.404721777,82027462088,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MAC,2023,1,0.102923658,1.142045416,76243118663,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MAS,2016,0,0.507210548,4.289766561,2.96112E+11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAS,2017,0,0.5794905,2.960957256,2.92992E+11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAS,2018,0,0.557032138,3.603989451,4.99336E+11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAS,2019,0,0.542687293,2.974483976,2.4865E+11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
MAS,2020,0,0.560212016,4.254076924,97294447841,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
MAS,2021,0,0.635027219,5.278469947,45086146363,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MAS,2022,0,0.591296075,4.852250149,1.0488E+11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
MAS,2023,0,0.571960677,4.749725118,1.45321E+11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
MBG,2016,0,0.323036923,0.258985875,4.08417E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MBG,2017,1,0.147454635,0.405427293,4.39353E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MBG,2018,1,0.129005206,1.468294884,1.04161E+12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MBG,2019,1,0.125050187,0.77177282,6.62943E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MBG,2020,1,0.063984445,1.095014917,7.17236E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MBG,2021,1,0.09724043,0.390373416,8.83491E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MBG,2022,0,0.093972605,0.446731985,1.21896E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MBG,2023,0,0.036138585,0.314471295,5.08437E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MCC,2016,0,0.109860428,1.001613807,54377031778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MCC,2017,0,0.282730105,0.943064127,55139419032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MCC,2018,0,0.161140355,0.840980459,5.47501E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MCC,2019,0,0.137974967,1.01119132,90623414337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MCC,2020,0,0.1927229,0.940774519,50728885860,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MCC,2021,0,0.235843887,0.699098857,40953605308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MCC,2022,0,0.18904495,0.703885826,52220965079,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
